tokens_per_second,latency_per_token,tokens_generated,total_time_seconds,peak_vram_mb,kv_cache_size,kv_cache_method,compression_ratio,perplexity,exact_match,f1,sample_id,baseline,model,dataset,max_new_tokens,topk_k,topk_recent,topk_method
33.33153848487064,0.030001615450601093,64,1.92010338883847,2912.8232421875,192,topk_k128_recent64_attention,3.96875,2.8858225345611572,0.0,0.0,narrativeqa_10,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.356977100537534,0.02997873569256626,64,1.9186390843242407,2912.8232421875,192,topk_k128_recent64_attention,3.9895833333333335,2.6136229038238525,0.0,0.0,narrativeqa_11,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.35713433926884,0.029978594378917478,64,1.9186300402507186,2912.8232421875,192,topk_k128_recent64_attention,3.9739583333333335,1.9048702716827393,0.0,0.0,narrativeqa_12,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.35992362604816,0.029976087811519392,64,1.918469619937241,2912.8232421875,192,topk_k128_recent64_attention,3.9635416666666665,1.7796598672866821,0.0,0.0,narrativeqa_13,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.38087871563523,0.029957270104205236,64,1.917265286669135,2912.8232421875,192,topk_k128_recent64_attention,3.9791666666666665,2.1626064777374268,0.0,0.0,narrativeqa_14,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.371655037988106,0.0299655500712106,64,1.9177952045574784,2912.8232421875,192,topk_k128_recent64_attention,3.9895833333333335,2.16245174407959,0.0,0.0,narrativeqa_15,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.34924500563373,0.0299856863275636,64,1.9190839249640703,2912.8232421875,192,topk_k128_recent64_attention,3.9635416666666665,1.8286776542663574,0.0,0.0,narrativeqa_16,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.36862649379494,0.029968269751407206,64,1.9179692640900612,2912.8232421875,192,topk_k128_recent64_attention,3.9791666666666665,1.8286776542663574,0.0,0.0,narrativeqa_17,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.39855492654708,0.029941415195935406,64,1.916250572539866,2912.8232421875,192,topk_k128_recent64_attention,3.9791666666666665,2.431060791015625,0.0,0.0,narrativeqa_18,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.31033284000058,0.03002071473747492,64,1.9213257431983948,2912.8232421875,192,topk_k128_recent64_attention,3.9583333333333335,1.7539409399032593,0.0,0.0,narrativeqa_19,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.35518477119584,0.02998034658958204,64,1.9187421817332506,2912.8232421875,192,topk_k128_recent64_attention,3.9635416666666665,2.69122314453125,0.0,0.0,narrativeqa_20,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.36638448235337,0.029970283430884592,64,1.918098139576614,2912.8232421875,192,topk_k128_recent64_attention,3.984375,2.4863381385803223,0.0,0.0,narrativeqa_21,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.36389456137272,0.029972520089359023,64,1.9182412857189775,2912.82421875,192,topk_k128_recent64_attention,4.010416666666667,2.1060969829559326,0.0,0.0,narrativeqa_22,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.34187233789814,0.02999231686408166,64,1.9195082793012261,2912.8232421875,192,topk_k128_recent64_attention,3.9739583333333335,2.591606378555298,0.0,0.0,narrativeqa_23,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.36668029674213,0.029970017727464437,64,1.918081134557724,2912.8232421875,192,topk_k128_recent64_attention,3.9583333333333335,2.5476222038269043,0.0,0.0,narrativeqa_24,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.37835645954649,0.029959533843793906,64,1.91741016600281,2912.8232421875,192,topk_k128_recent64_attention,3.9583333333333335,2.2653303146362305,0.0,0.0,narrativeqa_25,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.36975011604623,0.02996726066339761,64,1.917904682457447,2912.8232421875,192,topk_k128_recent64_attention,3.9739583333333335,2.1093459129333496,0.0,0.07142857142857144,narrativeqa_26,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.34696765091143,0.029987734131282195,64,1.9192149844020605,2912.8232421875,192,topk_k128_recent64_attention,3.9895833333333335,2.4659175872802734,0.0,0.048780487804878044,narrativeqa_27,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.3611474969415,0.029974988123285584,64,1.9183992398902774,2912.8232421875,192,topk_k128_recent64_attention,3.9895833333333335,2.2805933952331543,0.0,0.0,narrativeqa_28,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.04637588187021,0.02937170180666726,64,1.8797889156267047,2418.26953125,192,topk_k128_recent64_attention,1.5833333333333333,3.344600200653076,0.0,0.0,narrativeqa_29,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.94656984599152,0.029458057309966534,64,1.8853156678378582,2413.916015625,192,topk_k128_recent64_attention,1.5729166666666667,6.510125637054443,0.0,0.07142857142857142,narrativeqa_30,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.16099791493143,0.02927314952830784,64,1.8734815698117018,2413.916015625,192,topk_k128_recent64_attention,1.5729166666666667,16.20813751220703,0.0,0.0,narrativeqa_31,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.184765100684665,0.0292527971760137,64,1.8721790192648768,2435.2001953125,192,topk_k128_recent64_attention,1.6354166666666667,12.796002388000488,0.0,0.0,narrativeqa_32,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.11547296325971,0.029312212704098783,64,1.8759816130623221,2416.37255859375,192,topk_k128_recent64_attention,1.578125,15.62339973449707,0.0,0.0,narrativeqa_33,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.166945195517215,0.029268054087879136,64,1.8731554616242647,2421.78759765625,192,topk_k128_recent64_attention,1.59375,4.151822090148926,0.0,0.0,narrativeqa_34,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.16189812177374,0.0292723781458335,64,1.873432201333344,2418.26953125,192,topk_k128_recent64_attention,1.5833333333333333,13.348791122436523,0.0,0.08695652173913042,narrativeqa_35,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.16019765391981,0.029273835301864892,64,1.873525459319353,2412.537109375,192,topk_k128_recent64_attention,1.5677083333333333,11.80910873413086,0.0,0.21052631578947367,narrativeqa_36,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.25761542295333,0.02919058981933631,64,1.8681977484375238,2416.37255859375,192,topk_k128_recent64_attention,1.578125,11.023603439331055,0.0,0.0,narrativeqa_37,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.242586449868476,0.02920340148557443,64,1.8690176950767636,2410.4638671875,192,topk_k128_recent64_attention,1.5625,7.962256908416748,0.0,0.0,narrativeqa_38,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.2439435003718,0.029202244186308235,64,1.868943627923727,2429.85302734375,192,topk_k128_recent64_attention,1.6197916666666667,12.480204582214355,0.0,0.0,narrativeqa_39,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.25548262875098,0.02919240726623684,64,1.8683140650391579,2413.916015625,192,topk_k128_recent64_attention,1.5729166666666667,13.757756233215332,0.0,0.06451612903225806,narrativeqa_40,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.22386227663139,0.029219378920970485,64,1.870040250942111,2433.78857421875,192,topk_k128_recent64_attention,1.6302083333333333,21.024057388305664,0.0,0.06666666666666667,narrativeqa_41,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.16919430018455,0.029266127588925883,64,1.8730321656912565,2413.916015625,192,topk_k128_recent64_attention,1.5729166666666667,6.166995525360107,0.0,0.0,narrativeqa_42,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.24832261532421,0.029198510281275958,64,1.8687046580016613,2421.78759765625,192,topk_k128_recent64_attention,1.59375,4.007936000823975,0.0,0.16,narrativeqa_43,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.30750382113217,0.0291481422027573,64,1.8654811009764671,2426.43017578125,192,topk_k128_recent64_attention,1.609375,17.943098068237305,0.0,0.0,narrativeqa_44,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.30202368670706,0.029152798946597613,64,1.8657791325822473,2429.03173828125,192,topk_k128_recent64_attention,1.6145833333333333,32.31441116333008,0.0,0.0,narrativeqa_45,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.262117833921465,0.029186753861722536,64,1.8679522471502423,2416.37255859375,192,topk_k128_recent64_attention,1.578125,6.9392313957214355,0.0,0.0,narrativeqa_46,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.28402756143297,0.029168101624236442,64,1.8667585039511323,2421.78759765625,192,topk_k128_recent64_attention,1.59375,19.882221221923828,0.0,0.0909090909090909,narrativeqa_47,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.29133522982595,0.029161885744542815,64,1.8663606876507401,2429.85302734375,192,topk_k128_recent64_attention,1.6197916666666667,5.394932270050049,0.0,0.0,narrativeqa_48,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.329317957831435,0.02912962037953548,64,1.8642957042902708,2426.43017578125,192,topk_k128_recent64_attention,1.609375,14.443161964416504,0.0,0.0,narrativeqa_49,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.27983043781759,0.029171672882512212,64,1.8669870644807816,2429.03173828125,192,topk_k128_recent64_attention,1.6145833333333333,10.063275337219238,0.0,0.0,narrativeqa_50,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.279064235716326,0.029172324924729764,64,1.867028795182705,2429.85302734375,192,topk_k128_recent64_attention,1.6197916666666667,30.53175163269043,0.0,0.0,narrativeqa_51,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.23586127899219,0.029209138097940013,64,1.8693848382681608,2419.8984375,192,topk_k128_recent64_attention,1.5885416666666667,8.561320304870605,0.0,0.0,narrativeqa_52,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.281439286418305,0.029170303838327527,64,1.8668994456529617,2408.75732421875,192,topk_k128_recent64_attention,1.5572916666666667,4.146541595458984,0.0,0.0,narrativeqa_53,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.26795241136112,0.029181784426327795,64,1.8676342032849789,2413.916015625,192,topk_k128_recent64_attention,1.5729166666666667,8.13637638092041,0.0,0.0,narrativeqa_54,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.27502784233783,0.029175760399084538,64,1.8672486655414104,2433.78857421875,192,topk_k128_recent64_attention,1.6302083333333333,7.815110683441162,0.0,0.0,narrativeqa_55,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.276996423654516,0.029174084789701737,64,1.8671414265409112,2418.26953125,192,topk_k128_recent64_attention,1.5833333333333333,16.81568145751953,0.0,0.0,narrativeqa_56,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.21962391073177,0.029222997967735864,64,1.8702718699350953,2418.26953125,192,topk_k128_recent64_attention,1.5833333333333333,32.428558349609375,0.0,0.0,narrativeqa_57,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.32233750559301,0.02913554474071134,64,1.8646748634055257,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,29.290634155273438,0.0,0.0,narrativeqa_58,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.33122793110216,0.02912799979094416,64,1.8641919866204262,2462.53955078125,192,topk_k128_recent64_attention,1.6979166666666667,13.868133544921875,0.0,0.0,narrativeqa_59,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.35333315467998,0.029109256895026192,64,1.8629924412816763,2463.81640625,192,topk_k128_recent64_attention,1.703125,13.85368824005127,0.0,0.0,narrativeqa_60,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.364770745027904,0.02909956849180162,64,1.8623723834753036,2462.53955078125,192,topk_k128_recent64_attention,1.6979166666666667,6.77095365524292,0.0,0.0,narrativeqa_61,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.38373713343142,0.029083516899845563,64,1.861345081590116,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,7.241990089416504,0.0,0.10526315789473685,narrativeqa_62,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.28626495936797,0.029166198219172657,64,1.86663668602705,2464.5634765625,192,topk_k128_recent64_attention,1.7083333333333333,18.499910354614258,0.0,0.0,narrativeqa_63,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.358026118589365,0.02910528086067643,64,1.8627379750832915,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,35.69063186645508,0.0,0.0,narrativeqa_64,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.3878556497538,0.02908003366610501,64,1.8611221546307206,2449.234375,192,topk_k128_recent64_attention,1.671875,5.189722061157227,0.0,0.0,narrativeqa_65,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.38396799379793,0.029083321627695113,64,1.8613325841724873,2462.53955078125,192,topk_k128_recent64_attention,1.6979166666666667,10.791529655456543,0.0,0.0,narrativeqa_66,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.37853006788821,0.029087921968312003,64,1.8616270059719682,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,30.644975662231445,0.0,0.0,narrativeqa_67,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.37144339118965,0.029093919292790815,64,1.8620108347386122,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,29.290634155273438,0.0,0.0,narrativeqa_68,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
30.38267522666683,0.03291349404025823,8,0.26330795232206583,2471.69677734375,192,topk_k128_recent64_attention,1.734375,0.0,0.0,narrativeqa_69,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.376888052084766,0.029089311356074177,64,1.8617159267887473,2463.81640625,192,topk_k128_recent64_attention,1.703125,4.904374122619629,0.0,0.0,narrativeqa_70,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.3612798150125,0.029102524858899415,64,1.8625615909695625,2475.6533203125,192,topk_k128_recent64_attention,1.7447916666666667,5.509500980377197,0.0,0.0,narrativeqa_71,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.372807871991554,0.0290927643654868,64,1.8619369193911552,2471.69677734375,192,topk_k128_recent64_attention,1.734375,4.508225440979004,0.0,0.0,narrativeqa_72,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.384624876369834,0.02908276602101978,64,1.8612970253452659,2468.646484375,192,topk_k128_recent64_attention,1.7239583333333333,5.131616592407227,0.0,0.0,narrativeqa_73,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.341416518288455,0.029119357946910895,64,1.8636389086022973,2497.802734375,192,topk_k128_recent64_attention,1.8020833333333333,4.084148406982422,0.0,0.0,narrativeqa_74,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.405873151700305,0.029064805174130015,64,1.860147531144321,2466.27197265625,192,topk_k128_recent64_attention,1.71875,14.468832015991211,0.0,0.0,narrativeqa_75,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.36968167157115,0.029095410587615333,64,1.8621062776073813,2469.716796875,192,topk_k128_recent64_attention,1.7291666666666667,10.706117630004883,0.0,0.0,narrativeqa_76,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.38073254976272,0.029086058551911265,64,1.861507747322321,2459.9794921875,192,topk_k128_recent64_attention,1.6822916666666667,6.2866034507751465,0.0,0.0606060606060606,narrativeqa_77,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.40223191886059,0.029067881478113122,64,1.8603444145992398,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,21.232091903686523,0.0,0.0,narrativeqa_78,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.392652790180605,0.02907597753801383,64,1.8608625624328852,2459.9794921875,192,topk_k128_recent64_attention,1.6822916666666667,10.777948379516602,0.0,0.0,narrativeqa_79,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.277747606778725,0.02917344545130618,64,1.8671005088835955,2461.85302734375,192,topk_k128_recent64_attention,1.6927083333333333,8.862677574157715,0.0,0.0,narrativeqa_80,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.4596825088337,0.0290194200060796,64,1.8572428803890944,2463.81640625,192,topk_k128_recent64_attention,1.703125,4.904374122619629,0.0,0.0,narrativeqa_81,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.43241191585959,0.02904240349016618,64,1.8587138233706355,2462.53955078125,192,topk_k128_recent64_attention,1.6979166666666667,12.960213661193848,0.0,0.0,narrativeqa_82,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.37232783458516,0.029093170669511892,64,1.861962922848761,2464.5634765625,192,topk_k128_recent64_attention,1.7083333333333333,12.498271942138672,0.0,0.0,narrativeqa_83,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.396461440488785,0.029072758014081046,64,1.860656512901187,2449.234375,192,topk_k128_recent64_attention,1.671875,3.2378077507019043,0.0,0.0,narrativeqa_84,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.31155598807663,0.029144699830794707,64,1.8652607891708612,2463.81640625,192,topk_k128_recent64_attention,1.703125,39.74580001831055,0.0,0.0,narrativeqa_85,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.631330944643615,0.028875586722278967,64,1.848037550225854,2463.81640625,192,topk_k128_recent64_attention,1.703125,35.04695510864258,0.0,0.07407407407407407,narrativeqa_86,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
34.6175455631461,0.028887085543829016,64,1.848773474805057,2462.53955078125,192,topk_k128_recent64_attention,1.6979166666666667,20.535005569458008,0.0,0.0,narrativeqa_87,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.87856027858146,0.0295171929319622,64,1.8891003476455808,2912.822265625,192,topk_k128_recent64_attention,3.34375,2.285825490951538,0.0,0.0,narrativeqa_88,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.88107633017883,0.02951500094786752,64,1.8889600606635213,2912.822265625,192,topk_k128_recent64_attention,3.3645833333333335,3.1524600982666016,0.0,0.028985507246376812,narrativeqa_89,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.94743968589479,0.02945730250212364,64,1.885267360135913,2912.822265625,192,topk_k128_recent64_attention,3.4166666666666665,2.4849605560302734,0.0,0.0,narrativeqa_90,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.87506474773506,0.029520238778786734,64,1.889295281842351,2912.822265625,192,topk_k128_recent64_attention,3.34375,2.285825490951538,0.0,0.0,narrativeqa_91,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.889921421471385,0.02950729768781457,64,1.8884670520201325,2912.822265625,192,topk_k128_recent64_attention,3.4427083333333335,1.938528299331665,0.0,0.0,narrativeqa_92,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.89030462752716,0.029506964041502215,64,1.8884456986561418,2912.8212890625,192,topk_k128_recent64_attention,3.3333333333333335,2.562262535095215,0.0,0.0,narrativeqa_93,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.86840309398991,0.02952604518213775,64,1.889666891656816,2912.822265625,192,topk_k128_recent64_attention,3.359375,2.285825490951538,0.0,0.0,narrativeqa_94,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.90657969377889,0.029492800778825767,64,1.887539249844849,2912.8212890625,192,topk_k128_recent64_attention,3.3125,2.0685739517211914,0.0,0.0,narrativeqa_95,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.88523012286622,0.02951138287608046,64,1.8887285040691495,2912.8212890625,192,topk_k128_recent64_attention,3.3177083333333335,2.6238770484924316,0.0,0.0,narrativeqa_96,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.940532470635084,0.029463297338224947,64,1.8856510296463966,2912.8212890625,192,topk_k128_recent64_attention,3.3333333333333335,2.5136613845825195,0.0,0.05194805194805195,narrativeqa_97,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.94739271306603,0.029457343262038194,64,1.8852699687704444,2912.8212890625,192,topk_k128_recent64_attention,3.3229166666666665,2.4977266788482666,0.0,0.0,narrativeqa_98,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
33.93804882924034,0.02946545351005625,64,1.8857890246436,2912.8212890625,192,topk_k128_recent64_attention,3.3229166666666665,2.5068469047546387,0.0,0.0,narrativeqa_99,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,64,128,64,attention
