latency_per_token,tokens_per_second,tokens_generated,peak_vram_mb,perplexity,exact_match,f1,sample_id,baseline,model,max_new_tokens,streaming_start_size,streaming_recent_size
0.03258000848733861,30.69366910658187,23,2266.880859375,25.49004364013672,0.0,0.4,narrativeqa_21,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.03164996455113093,31.595612007226325,27,2271.0048828125,53.19013214111328,0.0,0.0,narrativeqa_22,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.029084977401154382,34.3820105550541,35,2266.4150390625,46.034976959228516,0.0,0.2,narrativeqa_23,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.027668361636725338,36.142364088253764,44,2265.71826171875,21.88722038269043,0.0,0.1739130434782609,narrativeqa_24,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02539186707780331,39.38268883244767,79,2265.71826171875,20.409788131713867,0.0,0.1568627450980392,narrativeqa_25,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02616434555966407,38.219950799825746,64,2266.4150390625,22.316707611083984,0.0,0.1,narrativeqa_26,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.027122951671481134,36.86914359883133,50,2267.1142578125,7.378500461578369,0.0,0.0625,narrativeqa_27,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025270354999012725,39.57205983212616,86,2267.1142578125,6.790155410766602,0.0,0.0,narrativeqa_28,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023108653394104558,43.27383266110687,158,2184.02734375,11.227123260498047,0.0,0.024096385542168676,narrativeqa_29,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022934950414420553,43.60157671722025,173,2182.7431640625,3.338714838027954,0.0,0.01923076923076923,narrativeqa_30,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02277474278525915,43.908289521813856,256,2182.7431640625,3.448974370956421,0.0,0.016260162601626018,narrativeqa_31,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023729140158085263,42.1422771047719,68,2185.939453125,19.37091064453125,0.0,0.0,narrativeqa_32,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022739198699127883,43.976923427752666,256,2182.93994140625,2.051175117492676,0.0,0.02197802197802198,narrativeqa_33,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022778061422286555,43.9018923279212,256,2184.1767578125,2.752634048461914,0.0,0.0,narrativeqa_34,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022744013578630984,43.9676135675343,256,2184.02734375,7.19904088973999,0.0,0.02631578947368421,narrativeqa_35,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.03181744615236918,31.429298103032643,9,2182.54638671875,199.8060302734375,0.0,0.5,narrativeqa_36,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023709684078182493,42.1768589029912,63,2182.93994140625,16.353160858154297,0.0,0.0,narrativeqa_37,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02273395351949148,43.98706978716337,256,2182.349609375,1.4890079498291016,0.0,0.0,narrativeqa_38,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022829604466096498,43.80277378370998,256,2184.55029296875,2.958960771560669,0.0,0.033333333333333326,narrativeqa_39,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02285885215678718,43.74672853829553,256,2182.7431640625,4.3732733726501465,0.0,0.04054054054054055,narrativeqa_40,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022909206224650872,43.65057393057885,205,2185.8037109375,10.32745361328125,0.0,0.030534351145038167,narrativeqa_41,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02306259529093119,43.36025444600443,127,2182.7431640625,8.772405624389648,0.0,0.03125,narrativeqa_42,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02277946592948865,43.89918548114301,256,2184.1767578125,2.5791494846343994,0.0,0.014598540145985401,narrativeqa_43,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02291699048842309,43.63574704563268,173,2184.40087890625,8.188448905944824,0.0,0.06000000000000001,narrativeqa_44,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022824431242386124,43.81270180975854,212,2184.4755859375,3.134460926055908,0.0,0.08955223880597014,narrativeqa_45,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02282599480531644,43.809700673684915,256,2182.93994140625,1.490473985671997,0.0,0.0,narrativeqa_46,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.026340359991247005,37.96455326853177,22,2184.1767578125,113.96113586425781,0.0,0.16666666666666669,narrativeqa_47,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02273431782668922,43.98636491419321,256,2184.55029296875,2.907423257827759,0.0,0.0,narrativeqa_48,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02375479048350826,42.09677204664251,64,2184.40087890625,19.057907104492188,0.0,0.1621621621621622,narrativeqa_49,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02287909372773751,43.7080249724948,189,2184.4755859375,4.2088236808776855,0.0,0.020202020202020204,narrativeqa_50,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02295189039697024,43.569395927927786,176,2184.55029296875,9.412033081054688,0.0,0.05263157894736842,narrativeqa_51,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02276535116834566,43.92640344553355,256,2184.10205078125,1.6813263893127441,0.0,0.02197802197802198,narrativeqa_52,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02278183757152874,43.89461547429058,256,2182.15283203125,1.8169492483139038,0.0,0.0,narrativeqa_53,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022782920947065577,43.8925281935282,256,2182.7431640625,1.5876916646957397,0.0,0.02197802197802198,narrativeqa_54,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02288880514970515,43.68948022666364,256,2185.8037109375,3.300060272216797,0.0,0.045454545454545456,narrativeqa_55,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02299139243082182,43.49453835859977,169,2184.02734375,15.349983215332031,0.0,0.019801980198019802,narrativeqa_56,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022901115657458473,43.66599492170673,172,2184.02734375,2.511606454849243,0.0,0.04395604395604395,narrativeqa_57,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02602244292696317,38.428367498266255,27,2187.7607421875,139.86439514160156,0.0,0.19999999999999998,narrativeqa_58,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023094607662264403,43.30015104062396,154,2187.7744140625,6.278141498565674,0.0,0.09411764705882354,narrativeqa_59,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.0234147546714858,42.708113496392414,95,2187.7880859375,22.50509262084961,0.0,0.08,narrativeqa_60,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022848200766020454,43.76712241986191,256,2187.7744140625,3.6016976833343506,0.0,0.05128205128205127,narrativeqa_61,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025268028216326937,39.575703788151145,34,2187.7607421875,31.55838966369629,0.0,0.2608695652173913,narrativeqa_62,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022783823893405497,43.89078868755819,256,2187.8603515625,1.721524953842163,0.0,0.03636363636363636,narrativeqa_63,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025519567192532122,39.18561754811552,32,2187.7607421875,51.53049087524414,0.0,0.18181818181818182,narrativeqa_64,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022801289684139192,43.85716833796511,256,2187.7060546875,5.010626792907715,0.0,0.05517241379310345,narrativeqa_65,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022884076257469133,43.69850846278359,256,2187.7744140625,3.4725136756896973,0.0,0.030303030303030307,narrativeqa_66,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02987671815432035,33.470878388809716,13,2187.7607421875,420.77471923828125,0.0,0.25,narrativeqa_67,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025870066963964038,38.654712467229395,27,2187.7607421875,139.86439514160156,0.0,0.19999999999999998,narrativeqa_68,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02876618206501007,34.76304216319191,15,2188.84423828125,226.5562286376953,0.0,0.19999999999999998,narrativeqa_69,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023413874364147585,42.709719222344795,96,2187.7880859375,6.037055015563965,0.0,0.0,narrativeqa_70,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.027706052073174052,36.09319715991706,18,2189.23779296875,116.33795166015625,0.0,0.3636363636363636,narrativeqa_71,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.0272330978885293,36.720023703994556,20,2188.84423828125,90.7405776977539,0.0,0.25,narrativeqa_72,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022810074951848947,43.84027681237153,256,2188.45068359375,3.3831136226654053,0.0,0.07567567567567568,narrativeqa_73,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022870196407893673,43.7250289488047,256,2192.3388671875,3.985414981842041,0.0,0.046242774566473986,narrativeqa_74,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02470668725842653,40.47487182479056,43,2188.25390625,104.99478149414062,0.0,0.09523809523809523,narrativeqa_75,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02482220957555422,40.28650217282973,41,2188.6474609375,25.222225189208984,0.0,0.42105263157894735,narrativeqa_76,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02283578428614419,43.790919876868806,256,2187.7333984375,6.228864669799805,0.0,0.05479452054794521,narrativeqa_77,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023011046758556104,43.457388553094574,182,2187.7607421875,6.269898414611816,0.0,0.056603773584905655,narrativeqa_78,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022919012269093878,43.631897756278654,210,2187.7333984375,5.495113372802734,0.0,0.05084745762711864,narrativeqa_79,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.027580850218471727,36.25704037688693,19,2187.7607421875,168.76885986328125,0.0,0.3636363636363636,narrativeqa_80,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023446403560228646,42.650464384920284,96,2187.7880859375,6.037055015563965,0.0,0.0,narrativeqa_81,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022919311275472865,43.63132853255287,256,2187.7744140625,2.65458345413208,0.0,0.015748031496062992,narrativeqa_82,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022886842940792892,43.69322595462159,231,2187.8603515625,5.4109368324279785,0.0,0.01904761904761905,narrativeqa_83,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.022947501769522205,43.57772841870539,256,2187.7060546875,2.910151481628418,0.0,0.031007751937984496,narrativeqa_84,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.024485854395464354,40.83990633323521,51,2187.7880859375,44.526206970214844,0.0,0.2857142857142857,narrativeqa_85,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.02282749795995187,43.8068158741874,256,2187.7880859375,3.264066219329834,0.0,0.08187134502923978,narrativeqa_86,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025567828211933374,39.11165202264876,32,2187.7744140625,27.43545913696289,0.0,0.3846153846153846,narrativeqa_87,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.030657939910888672,32.61797768886726,25,2234.9228515625,72.16024017333984,0.0,0.7857142857142858,narrativeqa_88,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023458765606795037,42.62798890451172,210,2235.2978515625,5.464357852935791,0.0,0.05755395683453237,narrativeqa_89,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.03240788249032838,30.856690507268848,21,2237.88427734375,32.2939453125,0.0,0.15384615384615385,narrativeqa_90,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.0262347550165874,38.11737519057189,54,2234.9228515625,6.19410514831543,0.0,0.1176470588235294,narrativeqa_91,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.030936629176139832,32.32414217807735,25,2238.7568359375,206.12014770507812,0.0,0.7096774193548387,narrativeqa_92,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025586944131646305,39.0824318392592,64,2234.7333984375,5.633740425109863,0.0,0.1111111111111111,narrativeqa_93,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.028898538062066742,34.60382659677293,33,2235.2041015625,50.9019660949707,0.0,0.0,narrativeqa_94,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.025480264016697483,39.24606116108882,62,2232.80224609375,6.738098621368408,0.0,0.2380952380952381,narrativeqa_95,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.034457405330613256,29.021337805477838,16,2233.03564453125,60.75634765625,0.0,0.22222222222222224,narrativeqa_96,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.029320588601487025,34.10572733008791,28,2234.7333984375,19.245607376098633,0.0,0.7586206896551724,narrativeqa_97,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023192148277303204,43.118040987114654,256,2233.267578125,3.351616382598877,0.0,0.11940298507462686,narrativeqa_98,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
0.023211925115901977,43.081303899042915,256,2233.267578125,4.415958881378174,0.0,0.08275862068965517,narrativeqa_99,streamingllm,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256,4,1020
