tokens_per_second,latency_per_token,tokens_generated,total_time_seconds,peak_vram_mb,kv_cache_size,kv_cache_method,compression_ratio,exact_match,f1,sample_id,baseline,model,dataset,max_new_tokens,topk_k,topk_recent,topk_method
12.180056724927026,0.08210142387542874,128,10.508982256054878,2213.47509765625,320,topk_k256_recent64_attention,2.38125,0.0,0.0,narrativeqa_10,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.043572993235104,0.08303183785756119,128,10.628075245767832,2213.84765625,320,topk_k256_recent64_attention,2.39375,0.0,0.0,narrativeqa_11,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.04582497955934,0.08301631492213346,128,10.626088310033083,2213.56787109375,320,topk_k256_recent64_attention,2.384375,0.0,0.0,narrativeqa_12,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.092862720619419,0.08269340544939041,128,10.584755897521973,2212.37841796875,320,topk_k256_recent64_attention,2.378125,0.0,0.0,narrativeqa_13,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.092622091668147,0.0826950509508606,128,10.584966521710157,2213.66064453125,320,topk_k256_recent64_attention,2.3875,0.0,0.0,narrativeqa_14,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.033039786364961,0.08310452036675997,128,10.637378606945276,2213.84765625,320,topk_k256_recent64_attention,2.39375,0.0,0.0,narrativeqa_15,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.088616891655525,0.08272244947147556,128,10.588473532348871,2212.37841796875,320,topk_k256_recent64_attention,2.378125,0.0,0.0,narrativeqa_16,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.086832372073063,0.08273466274840757,128,10.59003683179617,2213.66064453125,320,topk_k256_recent64_attention,2.3875,0.0,0.0,narrativeqa_17,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.082292489212454,0.08276575003401376,128,10.594016004353762,2213.66064453125,320,topk_k256_recent64_attention,2.3875,0.0,0.0,narrativeqa_18,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.580863412490917,0.07948580055381171,128,10.1741824708879,2212.23046875,320,topk_k256_recent64_attention,2.375,0.0,0.0,narrativeqa_19,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.075433595396651,0.08281276130583137,128,10.600033447146416,2212.37841796875,320,topk_k256_recent64_attention,2.378125,0.0,0.0,narrativeqa_20,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
11.963494694535315,0.08358761595445685,128,10.699214842170477,2213.7548828125,320,topk_k256_recent64_attention,2.390625,0.0,0.0,narrativeqa_21,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
10.042060217569741,0.09958115947665647,128,12.746388413012028,2215.880859375,320,topk_k256_recent64_attention,2.40625,0.0,0.0,narrativeqa_22,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.033979780896075,0.08309802893199958,128,10.636547703295946,2213.56787109375,320,topk_k256_recent64_attention,2.384375,0.0,0.0,narrativeqa_23,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.573635998040375,0.07953148955130018,128,10.180030662566423,2212.23046875,320,topk_k256_recent64_attention,2.375,0.0,0.0,narrativeqa_24,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.563197080294277,0.07959757326170802,128,10.188489377498627,2212.23046875,320,topk_k256_recent64_attention,2.375,0.0,0.0,narrativeqa_25,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.031873957039389,0.08311257278546691,128,10.638409316539764,2213.56787109375,320,topk_k256_recent64_attention,2.384375,0.0,0.0,narrativeqa_26,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.018634343262821,0.08320412880857475,128,10.650128487497568,2213.84765625,320,topk_k256_recent64_attention,2.39375,0.0,0.0,narrativeqa_27,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.01757035187082,0.08321149539551698,128,10.651071410626173,2213.84765625,320,topk_k256_recent64_attention,2.39375,0.0,0.0,narrativeqa_28,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.79138901528114,0.10213055557687767,128,13.072711113840342,2218.4951171875,320,topk_k256_recent64_attention,0.95,0.0,0.0,narrativeqa_29,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.408803342793867,0.1062834415351972,128,13.604280516505241,2217.34375,320,topk_k256_recent64_attention,0.94375,0.0,0.0,narrativeqa_30,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.416045475605957,0.10620169609319419,128,13.593817099928856,2217.34375,320,topk_k256_recent64_attention,0.94375,0.0,0.0,narrativeqa_31,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.235517433264116,0.10827763655106537,128,13.859537478536367,2220.439453125,320,topk_k256_recent64_attention,0.98125,0.0,0.0,narrativeqa_32,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.321455704049185,0.10727938121999614,128,13.731760796159506,2218.45458984375,320,topk_k256_recent64_attention,0.946875,0.0,0.0,narrativeqa_33,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.357198187017064,0.10686959707527421,128,13.6793084256351,2218.578125,320,topk_k256_recent64_attention,0.95625,0.0,0.0,narrativeqa_34,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.791339759739472,0.10213106934679672,128,13.07277687638998,2218.4951171875,320,topk_k256_recent64_attention,0.95,0.0,0.0,narrativeqa_35,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.3465264010873,0.10699161989032291,128,13.694927345961332,2217.19091796875,320,topk_k256_recent64_attention,0.940625,0.0,0.016129032258064516,narrativeqa_36,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.319956634063471,0.10729663659003563,128,13.733969483524561,2218.45458984375,320,topk_k256_recent64_attention,0.946875,0.0,0.0,narrativeqa_37,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.455620555280817,0.10575720484484918,128,13.536922220140696,2215.8525390625,320,topk_k256_recent64_attention,0.9375,0.0,0.0,narrativeqa_38,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.193792839597958,0.1087690377025865,128,13.922436825931072,2218.783203125,320,topk_k256_recent64_attention,0.971875,0.0,0.2222222222222222,narrativeqa_39,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.413907208602469,0.1062258186575491,128,13.596904788166285,2217.34375,320,topk_k256_recent64_attention,0.94375,0.0,0.0,narrativeqa_40,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.157602009881444,0.10919889278011397,128,13.977458275854588,2220.15625,320,topk_k256_recent64_attention,0.978125,0.0,0.0,narrativeqa_41,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.41332021774244,0.10623244263115339,128,13.597752656787634,2217.34375,320,topk_k256_recent64_attention,0.94375,0.0,0.0,narrativeqa_42,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.35797676724861,0.10686070556403138,128,13.678170312196016,2218.578125,320,topk_k256_recent64_attention,0.95625,0.0,0.0,narrativeqa_43,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.23379514921393,0.10829783245571889,128,13.862122554332018,2218.70166015625,320,topk_k256_recent64_attention,0.965625,0.0,0.0,narrativeqa_44,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.2948115573491,0.10758690413786098,128,13.771123729646206,2218.7421875,320,topk_k256_recent64_attention,0.96875,0.0,0.0,narrativeqa_45,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.320432603350227,0.10729115724097937,128,13.73326812684536,2218.45458984375,320,topk_k256_recent64_attention,0.946875,0.0,0.0,narrativeqa_46,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.355422598540882,0.10688988011679612,128,13.681904654949903,2218.578125,320,topk_k256_recent64_attention,0.95625,0.0,0.0,narrativeqa_47,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.195336523559918,0.10875077790115029,128,13.920099571347237,2218.783203125,320,topk_k256_recent64_attention,0.971875,0.0,0.0,narrativeqa_48,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.233036735014872,0.10830672818701714,128,13.863261207938194,2218.70166015625,320,topk_k256_recent64_attention,0.965625,0.0,0.0,narrativeqa_49,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.294857070408026,0.10758637732942589,128,13.771056298166513,2218.7421875,320,topk_k256_recent64_attention,0.96875,0.0,0.0,narrativeqa_50,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.193806514899117,0.10876887591439299,128,13.922416117042303,2218.783203125,320,topk_k256_recent64_attention,0.971875,0.0,0.0,narrativeqa_51,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.286694072257308,0.10768094568629749,128,13.783161047846079,2218.537109375,320,topk_k256_recent64_attention,0.953125,0.0,0.0,narrativeqa_52,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.388360857074284,0.10651486614369787,128,13.633902866393328,2215.68115234375,320,topk_k256_recent64_attention,0.934375,0.0,0.0,narrativeqa_53,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.412863762879692,0.10623759412555955,128,13.598412048071623,2217.34375,320,topk_k256_recent64_attention,0.94375,0.0,0.0,narrativeqa_54,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.156188447655715,0.10921575126121752,128,13.979616161435843,2220.15625,320,topk_k256_recent64_attention,0.978125,0.0,0.0,narrativeqa_55,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.790240407258501,0.1021425377111882,128,13.07424482703209,2218.4951171875,320,topk_k256_recent64_attention,0.95,0.0,0.0,narrativeqa_56,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
9.790945359389672,0.10213518340606242,128,13.07330347597599,2218.4951171875,320,topk_k256_recent64_attention,0.95,0.0,0.0,narrativeqa_57,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.278514313922138,0.120794621121604,128,15.461711503565311,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_58,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.351366305306161,0.11974088591523468,128,15.32683339715004,2224.18017578125,320,topk_k256_recent64_attention,1.01875,0.0,0.01515151515151515,narrativeqa_59,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.273279967892263,0.12087104556849226,128,15.47149383276701,2225.27001953125,320,topk_k256_recent64_attention,1.021875,0.0,0.0,narrativeqa_60,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.351840248757966,0.11973409095662646,128,15.325963642448187,2224.18017578125,320,topk_k256_recent64_attention,1.01875,0.0,0.0,narrativeqa_61,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.277590948860256,0.120808095758548,128,15.463436257094145,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_62,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.67932926186434,0.11521627649199218,128,14.747683390974998,2225.42919921875,320,topk_k256_recent64_attention,1.025,0.0,0.0,narrativeqa_63,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.28597275063995,0.12068589049158618,128,15.44779398292303,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_64,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.328195782208343,0.12007402637391351,128,15.36947537586093,2223.27490234375,320,topk_k256_recent64_attention,1.003125,0.0,0.0,narrativeqa_65,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.352620284836503,0.11972290920675732,128,15.324532378464937,2224.18017578125,320,topk_k256_recent64_attention,1.01875,0.0,0.0,narrativeqa_66,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.28630265323682,0.12068108562380075,128,15.447178959846497,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_67,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.286451770860772,0.1206789139250759,128,15.446900982409716,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_68,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.195408442950644,0.12201954386546277,128,15.618501614779234,2226.2568359375,320,topk_k256_recent64_attention,1.040625,0.0,0.0,narrativeqa_69,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.279152775518178,0.12078530582948588,128,15.460519146174192,2225.27001953125,320,topk_k256_recent64_attention,1.021875,0.0,0.0,narrativeqa_70,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.17105109154112,0.12238327588420361,128,15.665059313178062,2226.966796875,320,topk_k256_recent64_attention,1.046875,0.0,0.0,narrativeqa_71,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.197608563777635,0.12198679556604475,128,15.614309832453728,2226.2568359375,320,topk_k256_recent64_attention,1.040625,0.0,0.0,narrativeqa_72,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.229784331678655,0.12150986705091782,128,15.55326298251748,2225.67333984375,320,topk_k256_recent64_attention,1.034375,0.0,0.013888888888888888,narrativeqa_73,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.120952051378957,0.12313827167963609,128,15.76169877499342,2232.46728515625,320,topk_k256_recent64_attention,1.08125,0.0,0.015267175572519085,narrativeqa_74,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.285985479140706,0.12068570510018617,128,15.44777025282383,2226.3037109375,320,topk_k256_recent64_attention,1.03125,0.0,0.0,narrativeqa_75,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.283672241979996,0.12071940689929761,128,15.452084083110094,2225.94921875,320,topk_k256_recent64_attention,1.0375,0.0,0.0,narrativeqa_76,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.28902496341549,0.12064145112526603,128,15.442105744034052,2223.513671875,320,topk_k256_recent64_attention,1.009375,0.0,0.0,narrativeqa_77,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.282973400018193,0.12072959210490808,128,15.453387789428234,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_78,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.288806311914435,0.12064463354181498,128,15.442513093352318,2223.513671875,320,topk_k256_recent64_attention,1.009375,0.0,0.015267175572519087,narrativeqa_79,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.283620941247218,0.12072015451849438,128,15.452179778367281,2224.00927734375,320,topk_k256_recent64_attention,1.015625,0.0,0.0,narrativeqa_80,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.272480683359527,0.12088272409164347,128,15.472988683730364,2225.27001953125,320,topk_k256_recent64_attention,1.021875,0.0,0.0,narrativeqa_81,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.355961840537526,0.11967503192136064,128,15.318404085934162,2224.18017578125,320,topk_k256_recent64_attention,1.01875,0.0,0.0,narrativeqa_82,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.687310606637766,0.1151104231539648,128,14.734134163707495,2225.42919921875,320,topk_k256_recent64_attention,1.025,0.0,0.0,narrativeqa_83,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.325988466375426,0.1201058593869675,128,15.37355000153184,2223.27490234375,320,topk_k256_recent64_attention,1.003125,0.0,0.0,narrativeqa_84,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.277890223937938,0.12080372811760753,128,15.462877199053764,2225.27001953125,320,topk_k256_recent64_attention,1.021875,0.0,0.0,narrativeqa_85,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.275290174591154,0.12084168396540917,128,15.467735547572374,2225.27001953125,320,topk_k256_recent64_attention,1.021875,0.0,0.0,narrativeqa_86,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
8.355096881344426,0.11968742124736309,128,15.319989919662476,2224.18017578125,320,topk_k256_recent64_attention,1.01875,0.0,0.0,narrativeqa_87,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
16.478543169439458,0.06068497619708069,128,7.767676953226328,2193.94091796875,320,topk_k256_recent64_attention,2.00625,0.0,0.0,narrativeqa_88,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
16.229035314125934,0.06161795699154027,128,7.887098494917154,2193.94091796875,320,topk_k256_recent64_attention,2.01875,0.0,0.0,narrativeqa_89,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
16.212968563148657,0.06167901924345642,128,7.894914463162422,2193.94091796875,320,topk_k256_recent64_attention,2.05,0.0,0.015384615384615385,narrativeqa_90,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
16.476556629781147,0.06069229284184985,128,7.768613483756781,2193.94091796875,320,topk_k256_recent64_attention,2.00625,0.0,0.0,narrativeqa_91,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
15.545483413771967,0.06432736592250876,128,8.233902838081121,2193.94091796875,320,topk_k256_recent64_attention,2.065625,0.0,0.0,narrativeqa_92,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
22.644702321808865,0.04416043919627555,128,5.65253621712327,2193.93994140625,320,topk_k256_recent64_attention,2.0,0.0,0.015267175572519083,narrativeqa_93,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
16.213717962043333,0.061676168435951695,128,7.894549559801817,2193.94091796875,320,topk_k256_recent64_attention,2.015625,0.0,0.0,narrativeqa_94,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
22.577008011179156,0.04429284870275296,128,5.669484633952379,2193.93994140625,320,topk_k256_recent64_attention,1.9875,0.0,0.015037593984962405,narrativeqa_95,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
22.330807264576016,0.04478118449333124,128,5.7319916151463985,2193.93994140625,320,topk_k256_recent64_attention,1.990625,0.0,0.015384615384615385,narrativeqa_96,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
22.639695791702028,0.04417020481196232,128,5.653786215931177,2193.93994140625,320,topk_k256_recent64_attention,2.0,0.0,0.014705882352941176,narrativeqa_97,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
22.423595482409905,0.04459588119061664,128,5.70827279239893,2193.93994140625,320,topk_k256_recent64_attention,1.99375,0.0,0.0,narrativeqa_98,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
22.423420740142703,0.04459622871945612,128,5.7083172760903835,2193.93994140625,320,topk_k256_recent64_attention,1.99375,0.0,0.0,narrativeqa_99,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
11.961552982518576,0.08360118468408473,128,10.700951639562845,2210.935546875,320,topk_k256_recent64_attention,2.36875,6.520330905914307,0.0,0.0,narrativeqa_0,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.12046802544669,0.08250506481272168,128,10.560648296028376,2212.37841796875,320,topk_k256_recent64_attention,2.378125,1.3932045698165894,0.0,0.01492537313432836,narrativeqa_1,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
11.991537624725021,0.08339214129955508,128,10.67419408634305,2213.7548828125,320,topk_k256_recent64_attention,2.390625,1.251107096672058,0.0,0.013986013986013986,narrativeqa_2,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.226498652662148,0.08178956448682584,128,10.469064254313707,2210.935546875,320,topk_k256_recent64_attention,2.36875,3.434887170791626,0.0,0.0,narrativeqa_3,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.067052448728846,0.08287027874030173,128,10.607395678758621,2213.66064453125,320,topk_k256_recent64_attention,2.3875,1.2989797592163086,0.0,0.014925373134328358,narrativeqa_4,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.106121998178356,0.08260283517302014,128,10.573162902146578,2213.47509765625,320,topk_k256_recent64_attention,2.38125,6.520330905914307,0.0,0.0,narrativeqa_5,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.111996355990023,0.08256277252803557,128,10.568034883588552,2213.47509765625,320,topk_k256_recent64_attention,2.38125,6.520330905914307,0.0,0.0,narrativeqa_6,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.210526343920058,0.08189655153546482,128,10.482758596539497,2210.69189453125,320,topk_k256_recent64_attention,2.365625,3.434887170791626,0.0,0.0,narrativeqa_7,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.542761713345069,0.07972725806757808,128,10.205089032649994,2212.23046875,320,topk_k256_recent64_attention,2.375,3.434887170791626,0.0,0.0,narrativeqa_8,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.040509495319537,0.08305296386242844,128,10.63077937439084,2212.37841796875,320,topk_k256_recent64_attention,2.378125,6.520330905914307,0.0,0.0,narrativeqa_9,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
12.09612987869289,0.0826710700057447,128,10.581896960735321,2213.47509765625,320,topk_k256_recent64_attention,2.38125,6.520330905914307,0.0,0.0,narrativeqa_10,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,narrativeqa,128,256,64,attention
